CLA1,CLA2,SCA1,SCA2,SCA3,PUR1,PUR2,PUR3,CUL1,CUL2,CUL3,USA1,USA2,USA3,ADD1,ADD2,ADD3,PRICE
0.7713032581389986,0.75642230575795,0.17491645781319343,0.41003550543224226,0.9427736006703357,0.5647974101941369,0.7344402673370087,0.2284878863846266,1.0856307435274783,0.44277360067033866,-0.0006787802820449329,-0.22686925647253364,0.7820593149560566,0.9725355054322476,0.0677736006703259,0.7136069340036857,0.746345029241761,-1.190476190417429e-06
0.014880952380952162,0.0,-0.5014880952380949,0.0,0.0,0.08333333333333309,0.0,0.0,0.8645833333333313,0.0,0.0,-1.1041666666666663,0.0,0.0,-0.662202380952379,0.0,0.0,-1.1904761904875582e-06
0.0148809523809523,0.0,-0.501488095238095,0.0,0.0,0.08333333333333426,0.0,0.0,0.8645833333333321,0.0,0.0,-1.1041666666666665,0.0,0.0,0.0,0.3065476190476184,0.0,-1.1904761905093608e-06
0.01488095238095187,0.0,-0.5014880952380946,0.0,0.0,0.08333333333333404,0.0,0.0,0.8645833333333318,0.0,0.0,-1.1041666666666665,0.0,0.0,0.0,0.0,0.3556547619047595,-1.1904761904808141e-06
0.014880952380951731,0.0,-0.5014880952380947,0.0,0.0,0.08333333333333337,0.0,0.0,0.8645833333333321,0.0,0.0,0.0,0.4092261904761899,0.0,-0.6622023809523796,0.0,0.0,-1.1904761904503616e-06
0.014880952380952356,0.0,-0.5014880952380951,0.0,0.0,0.0833333333333342,0.0,0.0,0.8645833333333329,0.0,0.0,0.0,0.4092261904761888,0.0,0.0,0.30654761904761924,0.0,-1.1904761904640801e-06
0.014880952380951495,0.0,-0.5014880952380958,0.0,0.0,0.08333333333333409,0.0,0.0,0.8645833333333329,0.0,0.0,0.0,0.40922619047618947,0.0,0.0,0.0,0.3556547619047598,-1.1904761904919374e-06
0.01488095238095212,0.0,-0.5014880952380947,0.0,0.0,0.08333333333333381,0.0,0.0,0.8645833333333326,0.0,0.0,0.0,0.0,0.6949404761904728,-0.6622023809523803,0.0,0.0,-1.1904761904814342e-06
0.014880952380951329,0.0,-0.5014880952380952,0.0,0.0,0.08333333333333415,0.0,0.0,0.8645833333333323,0.0,0.0,0.0,0.0,0.6949404761904729,0.0,0.30654761904761946,0.0,-1.1904761904706904e-06
0.014880952380951301,0.0,-0.5014880952380948,0.0,0.0,0.08333333333333431,0.0,0.0,0.864583333333332,0.0,0.0,0.0,0.0,0.6949404761904732,0.0,0.0,0.35565476190475953,-1.1904761905187764e-06
0.014880952380952439,0.0,-0.5014880952380955,0.0,0.0,0.08333333333333454,0.0,0.0,0.0,-0.09970238095238101,0.0,-1.104166666666666,0.0,0.0,-0.6622023809523803,0.0,0.0,-1.1904761904324892e-06
0.014880952380952356,0.0,-0.5014880952380953,0.0,0.0,0.08333333333333409,0.0,0.0,0.0,-0.09970238095238101,0.0,-1.1041666666666672,0.0,0.0,0.0,0.3065476190476196,0.0,-1.1904761904916528e-06
0.0148809523809523,0.0,-0.5014880952380963,0.0,0.0,0.08333333333333343,0.0,0.0,0.0,-0.09970238095238157,0.0,-1.1041666666666667,0.0,0.0,0.0,0.0,0.3556547619047578,-1.1904761904508173e-06
0.014880952380951731,0.0,-0.5014880952380947,0.0,0.0,0.08333333333333287,0.0,0.0,0.0,-0.09970238095238049,0.0,0.0,0.40922619047618924,0.0,-0.6622023809523816,0.0,0.0,-1.190476190502034e-06
