INDEX,CARD,CLA1,CLA2,SCA1,SCA2,SCA3,PUR1,PUR2,PUR3,CUL1,CUL2,CUL3,USA1,USA2,USA3,ADD1,ADD2,ADD3,PRICE,Y,Cluster
68,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
68,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,0
68,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,10,0
71,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,5,0
71,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,5,0
71,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2,0
71,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,1,0
71,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0
71,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,6,0
71,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,6,0
71,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,5,0
71,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,7,0
71,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,3,0
71,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,6,0
71,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0
71,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,7,0
71,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,3,0
71,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,7,0
71,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
71,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,1,0
71,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,4,0
75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,5,1
75,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,9,1
75,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,5,1
75,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,7,1
75,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,6,1
75,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,7,1
75,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,6,1
75,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,4,1
75,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,10,1
75,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,4,1
75,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5,1
75,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,5,1
75,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,5,1
75,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,4,1
75,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,10,1
75,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,1
75,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,5,1
75,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,6,1
76,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,3,0
76,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,4,0
76,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0
76,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,7,0
76,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0
76,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,2,0
76,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,3,0
76,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,4,0
76,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,7,0
76,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,3,0
76,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5,0
76,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0
76,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,4,0
76,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,2,0
76,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,5,0
76,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
76,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,3,0
76,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0
77,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,4,0
77,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,7,0
77,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,3,0
77,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,3,0
77,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0
77,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,2,0
77,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,2,0
77,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2,0
77,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,6,0
77,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,2,0
77,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5,0
77,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,4,0
77,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,3,0
77,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,4,0
77,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,2,0
77,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0
77,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,3,0
77,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0
80,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,7,1
80,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,10,1
80,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,8,1
80,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,3,1
80,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,7,1
80,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,7,1
80,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,3,1
80,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,8,1
80,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,7,1
80,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,8,1
80,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,7,1
80,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,3,1
80,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,10,1
80,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,7,1
80,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,8,1
80,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1
80,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,5,1
80,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,8,1
82,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,6,0
82,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,6,0
82,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,3,0
82,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,5,0
82,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0
82,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,3,0
82,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,2,0
82,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0
82,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,7,0
82,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0
82,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
82,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0
82,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
82,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0
82,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,7,0
82,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,7,0
82,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,3,0
82,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,7,0
86,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,3,0
86,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,3,0
86,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,4,0
86,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,5,0
86,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0
86,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,2,0
86,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,2,0
86,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,4,0
86,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,5,0
86,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,4,0
86,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,4,0
86,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,4,0
86,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,5,0
86,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,4,0
86,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,6,0
86,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,0
86,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,5,0
86,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,4,0
88,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,10,1
88,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,5,1
88,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,5,1
88,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,5,1
88,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,10,1
88,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,3,1
88,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,5,1
88,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,5,1
88,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,10,1
88,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,3,1
88,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5,1
88,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,5,1
88,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,10,1
88,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,5,1
88,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,7,1
88,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,7,1
88,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,10,1
88,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,7,1
90,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,0
90,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,6,0
90,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,5,0
90,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,5,0
90,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,5,0
90,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,4,0
90,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,6,0
90,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,3,0
90,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,4,0
90,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,8,0
90,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3,0
90,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,4,0
90,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,4,0
90,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,3,0
90,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,4,0
90,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,0
90,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,3,0
90,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0
93,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0
93,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,2,0
93,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2,0
93,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,5,0
93,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0
93,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,1,0
93,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0
93,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2,0
93,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,5,0
93,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,3,0
93,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
93,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0
93,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
93,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0
93,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0
93,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
93,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,0
93,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
94,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,5,1
94,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,10,1
94,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1
94,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,5,1
94,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,1
94,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,0,1
94,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,1
94,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,10,1
94,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,10,1
94,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,0,1
94,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5,1
94,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,10,1
94,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
94,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,5,1
94,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,10,1
94,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,10,1
94,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,5,1
94,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,5,1
96,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0
96,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,0,0
96,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
96,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,0,0
96,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0
96,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,0,0
96,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0
96,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0
96,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,10,0
96,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0
96,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
96,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0
96,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,10,0
96,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0
96,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,10,0
96,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
96,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,0
96,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
97,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,9,1
97,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,10,1
97,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,7,1
97,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,7,1
97,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,6,1
97,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,7,1
97,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,7,1
97,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,6,1
97,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,7,1
97,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,3,1
97,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,4,1
97,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,5,1
97,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,5,1
97,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,4,1
97,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,9,1
97,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,5,1
97,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,6,1
97,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,8,1
98,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,2,0
98,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,2,0
98,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
98,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,1,0
98,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0
98,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,0,0
98,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,1,0
98,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2,0
98,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,3,0
98,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0
98,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
98,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0
98,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0
98,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0
98,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,4,0
98,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
98,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,0
98,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0
99,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,7,1
99,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,8,1
99,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,5,1
99,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,2,1
99,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,4,1
99,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,4,1
99,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,4,1
99,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,4,1
99,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,7,1
99,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,9,1
99,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,8,1
99,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,7,1
99,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,7,1
99,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,7,1
99,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,1
99,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,1
99,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,3,1
99,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,5,1
100,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,5,1
100,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,8,1
100,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,5,1
100,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,6,1
100,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,5,1
100,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,6,1
100,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,5,1
100,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,6,1
100,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,8,1
100,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,5,1
100,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,7,1
100,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,5,1
100,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,6,1
100,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,5,1
100,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,7,1
100,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,5,1
100,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,5,1
100,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,5,1
103,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,2,0
103,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,8,0
103,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,5,0
103,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,4,0
103,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0
103,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,2,0
103,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,2,0
103,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,5,0
103,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,7,0
103,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,1,0
103,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,2,0
103,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,3,0
103,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0
103,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,2,0
103,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,5,0
103,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0
103,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,0
103,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,8,0
107,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,3,0
107,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,6,0
107,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,3,0
107,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,7,0
107,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,7,0
107,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,4,0
