INDEX,CARD,BIO1,BIO2,BIO3,SCA1,SCA2,SCA3,KNO1,KNO2,KNO3,USE1,USE2,USE3,MET1,MET2,ANA1,ANA2,PRICE,Y,Cluster
57,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,4,0
57,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,7,0
57,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0
57,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,3,0
57,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,6,0
57,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,5,0
57,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,0
57,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,0
57,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6,0
57,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,3,0
57,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,3,0
57,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,0
57,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,0
57,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,6,0
57,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
57,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4,0
57,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,5,0
57,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,7,0
59,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,2,1
59,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,4,1
59,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,7,1
59,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,1,1
59,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,3,1
59,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,5,1
59,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,8,1
59,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,8,1
59,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8,1
59,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,6,1
59,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,8,1
59,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,1
59,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1
59,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,1,1
59,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,3,1
59,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,1,1
59,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,1,1
59,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,4,1
64,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0
64,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,7,0
64,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,6,0
64,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,0,0
64,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,2,0
64,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0
64,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,6,0
64,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0
64,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6,0
64,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,6,0
64,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0
64,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,4,0
64,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,0,0
64,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,0,0
64,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,1,0
64,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0
64,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,0,0
64,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,4,0
65,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,1
65,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0,1
65,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,10,1
65,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,5,1
65,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,1
65,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,3,1
65,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,8,1
65,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,1
65,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8,1
65,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,1
65,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,7,1
65,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,1
65,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,0,1
65,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,0,1
65,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,3,1
65,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,0,1
65,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,0,1
65,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,3,1
66,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,7,0
66,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0,0
66,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
66,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,0,0
66,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,9,0
66,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,3,0
66,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,0
66,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
66,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3,0
66,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,2,0
66,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0
66,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0
66,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,5,0
66,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,5,0
66,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,0
66,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,5,0
66,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,5,0
66,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,5,0
70,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,2,1
70,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,6,1
70,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,9,1
70,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,2,1
70,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,4,1
70,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,6,1
70,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,1
70,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,1
70,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8,1
70,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,1
70,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,3,1
70,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,1
70,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1
70,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,1,1
70,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,6,1
70,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,1,1
70,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,1,1
70,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,6,1
71,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,8,0
71,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,6,0
71,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,10,0
71,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,6,0
71,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,9,0
71,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,6,0
71,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,10,0
71,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
71,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,9,0
71,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,6,0
71,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,6,0
71,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,6,0
71,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,4,0
71,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,4,0
71,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
71,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,1,0
71,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,6,0
71,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,9,0
72,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,3,0
72,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,3,0
72,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
72,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,3,0
72,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,3,0
72,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,3,0
72,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,0
72,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0
72,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3,0
72,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,3,0
72,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0
72,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,4,0
72,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,0
72,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,4,0
72,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
72,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4,0
72,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,4,0
72,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,3,0
73,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,8,1
73,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,7,1
73,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,8,1
73,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,7,1
73,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,8,1
73,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,7,1
73,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,8,1
73,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,7,1
73,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8,1
73,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,1
73,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,8,1
73,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,7,1
73,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,8,1
73,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,7,1
73,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,8,1
73,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,7,1
73,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,8,1
73,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,7,1
74,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,7,0
74,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,5,0
74,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0
74,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,5,0
74,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,5,0
74,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,6,0
74,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,8,0
74,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,6,0
74,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3,0
74,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,0
74,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,6,0
74,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,6,0
74,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,6,0
74,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,5,0
74,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,0
74,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,6,0
74,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,6,0
74,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,4,0
76,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,1,1
76,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,4,1
76,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,7,1
76,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,1,1
76,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,1
76,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,7,1
76,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,1
76,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,7,1
76,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,7,1
76,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,1
76,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,7,1
76,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,4,1
76,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1
76,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,1,1
76,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,1
76,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,1,1
76,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,1,1
76,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,4,1
78,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,7,1
78,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,9,1
78,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,10,1
78,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,7,1
78,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,9,1
78,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,10,1
78,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,10,1
78,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,10,1
78,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,10,1
78,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,10,1
78,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,10,1
78,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,10,1
78,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,7,1
78,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,7,1
78,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,10,1
78,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,8,1
78,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,8,1
78,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,8,1
79,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,4,1
79,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,8,1
79,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,5,1
79,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,4,1
79,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,1
79,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,7,1
79,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,8,1
79,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,8,1
79,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8,1
79,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,8,1
79,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,8,1
79,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,8,1
79,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,4,1
79,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,7,1
79,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,1
79,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4,1
79,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,4,1
79,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,6,1
82,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,5,0
82,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,5,0
82,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,7,0
82,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,6,0
82,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,0
82,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,4,0
82,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,5,0
82,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,0
82,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,4,0
82,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,0
82,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,0
82,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,6,0
82,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,5,0
82,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,4,0
82,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
82,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,5,0
82,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,6,0
82,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,5,0
87,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,3,0
87,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,3,0
87,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,3,0
87,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,5,0
87,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,3,0
87,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,3,0
87,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,0
87,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0
87,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,7,0
87,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,4,0
87,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0
87,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,2,0
87,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,4,0
87,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,3,0
87,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
87,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,3,0
87,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,3,0
87,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,4,0
88,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,5,0
88,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,7,0
88,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,10,0
88,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,9,0
88,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,5,0
88,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,5,0
88,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,5,0
88,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,0
88,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,9,0
88,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,6,0
88,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,0
88,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,6,0
88,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,6,0
88,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,9,0
88,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,6,0
88,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,6,0
88,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,7,0
88,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,7,0
93,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,2,0
93,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,3,0
93,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,4,0
93,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,3,0
93,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,3,0
93,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,3,0
93,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,0
93,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0
93,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3,0
93,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,6,0
93,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,3,0
93,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,0
93,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,0
93,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,3,0
93,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,3,0
93,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,3,0
93,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,3,0
93,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,3,0
95,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0
95,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,5,0
95,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,3,0
95,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,0,0
95,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,0
95,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,5,0
95,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,0
95,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
95,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,7,0
95,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,5,0
95,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0
95,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0
95,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,0
95,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,3,0
95,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,0
95,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,3,0
95,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,8,0
95,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0
97,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0
97,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,1,0
97,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
97,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,0,0
97,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,1,0
97,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,2,0
97,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
