BIO1,BIO2,BIO3,SCA1,SCA2,SCA3,KNO1,KNO2,KNO3,USE1,USE2,USE3,MET1,MET2,ANA1,ANA2,PRICE1,PRICE2,PRICE3
0.03094625500285969,0.6127072612921696,0.6881789594053764,0.19132361349342486,0.3202544311034872,0.8202544311034857,0.3233990851915425,0.49321040594625276,0.5152229845626053,0.38629216695254487,0.4020154373927961,0.54352487135506,0.3176457975986268,1.0141866781017714,0.3294382504288159,1.002394225271583,1.2133361921097745,0.5655374499714083,-0.44704116638079094
-0.6194968553459125,0.0,0.0,-0.3789308176100661,0.0,0.0,-0.18081761006289732,0.0,0.0,-0.08647798742138343,0.0,0.0,-0.6965408805031439,0.0,-0.6729559748427674,0.0,1.1540880503144657,0.0,0.0
-0.6194968553459115,0.0,0.0,-0.37893081761006364,0.0,0.0,-0.18081761006289776,0.0,0.0,-0.0864779874213838,0.0,0.0,-0.6965408805031437,0.0,-0.6729559748427674,0.0,0.0,0.18238993710691986,0.0
-0.6194968553459119,0.0,0.0,-0.37893081761006453,0.0,0.0,-0.1808176100628962,0.0,0.0,-0.08647798742138302,0.0,0.0,-0.6965408805031444,0.0,-0.6729559748427676,0.0,0.0,0.0,-1.3364779874213846
-0.619496855345913,0.0,0.0,-0.378930817610064,0.0,0.0,-0.18081761006289576,0.0,0.0,-0.08647798742138374,0.0,0.0,-0.696540880503145,0.0,0.0,0.6729559748427676,1.1540880503144673,0.0,0.0
-0.6194968553459115,0.0,0.0,-0.37893081761006286,0.0,0.0,-0.18081761006289732,0.0,0.0,-0.08647798742138418,0.0,0.0,-0.6965408805031441,0.0,0.0,0.6729559748427674,0.0,0.18238993710691953,0.0
-0.6194968553459117,0.0,0.0,-0.37893081761006364,0.0,0.0,-0.18081761006289643,0.0,0.0,-0.08647798742138307,0.0,0.0,-0.6965408805031446,0.0,0.0,0.6729559748427678,0.0,0.0,-1.3364779874213844
-0.6194968553459119,0.0,0.0,-0.3789308176100651,0.0,0.0,-0.1808176100628951,0.0,0.0,-0.08647798742138366,0.0,0.0,0.0,0.6965408805031443,-0.672955974842767,0.0,1.1540880503144653,0.0,0.0
-0.6194968553459119,0.0,0.0,-0.3789308176100632,0.0,0.0,-0.18081761006289732,0.0,0.0,-0.0864779874213841,0.0,0.0,0.0,0.6965408805031443,-0.6729559748427678,0.0,0.0,0.1823899371069193,0.0
-0.6194968553459133,0.0,0.0,-0.378930817610066,0.0,0.0,-0.18081761006289598,0.0,0.0,-0.08647798742138313,0.0,0.0,0.0,0.6965408805031442,-0.6729559748427667,0.0,0.0,0.0,-1.3364779874213832
-0.6194968553459125,0.0,0.0,-0.37893081761006264,0.0,0.0,-0.1808176100628982,0.0,0.0,-0.08647798742138357,0.0,0.0,0.0,0.6965408805031448,0.0,0.6729559748427685,1.1540880503144648,0.0,0.0
-0.6194968553459119,0.0,0.0,-0.3789308176100652,0.0,0.0,-0.1808176100628971,0.0,0.0,-0.08647798742138346,0.0,0.0,0.0,0.6965408805031441,0.0,0.6729559748427679,0.0,0.18238993710692042,0.0
-0.6194968553459119,0.0,0.0,-0.37893081761006364,0.0,0.0,-0.1808176100628951,0.0,0.0,-0.08647798742138327,0.0,0.0,0.0,0.6965408805031461,0.0,0.6729559748427685,0.0,0.0,-1.3364779874213844
-0.6194968553459121,0.0,0.0,-0.37893081761006286,0.0,0.0,-0.18081761006289443,0.0,0.0,0.0,-0.06289308176100605,0.0,-0.6965408805031451,0.0,-0.6729559748427666,0.0,1.154088050314465,0.0,0.0
-0.6194968553459117,0.0,0.0,-0.37893081761006475,0.0,0.0,-0.18081761006289776,0.0,0.0,0.0,-0.06289308176100716,0.0,-0.6965408805031452,0.0,-0.6729559748427671,0.0,0.0,0.18238993710692109,0.0
-0.619496855345913,0.0,0.0,-0.3789308176100631,0.0,0.0,-0.18081761006289554,0.0,0.0,0.0,-0.06289308176100628,0.0,-0.6965408805031447,0.0,-0.6729559748427669,0.0,0.0,0.0,-1.3364779874213837
-0.6194968553459121,0.0,0.0,-0.37893081761006264,0.0,0.0,-0.1808176100628971,0.0,0.0,0.0,-0.06289308176100705,0.0,-0.6965408805031452,0.0,0.0,0.6729559748427668,1.154088050314464,0.0,0.0
-0.6194968553459119,0.0,0.0,-0.378930817610063,0.0,0.0,-0.18081761006289554,0.0,0.0,0.0,-0.06289308176100605,0.0,-0.6965408805031454,0.0,0.0,0.6729559748427669,0.0,0.18238993710692053,0.0
-0.6194968553459119,0.0,0.0,-0.3789308176100644,0.0,0.0,-0.18081761006289665,0.0,0.0,0.0,-0.06289308176100739,0.0,-0.6965408805031448,0.0,0.0,0.6729559748427676,0.0,0.0,-1.3364779874213832
-0.6194968553459127,0.0,0.0,-0.37893081761006464,0.0,0.0,-0.18081761006289598,0.0,0.0,0.0,-0.06289308176100761,0.0,0.0,0.6965408805031457,-0.6729559748427669,0.0,1.1540880503144657,0.0,0.0
-0.6194968553459133,0.0,0.0,-0.3789308176100641,0.0,0.0,-0.18081761006289576,0.0,0.0,0.0,-0.06289308176100694,0.0,0.0,0.6965408805031459,-0.6729559748427674,0.0,0.0,0.1823899371069202,0.0
-0.6194968553459138,0.0,0.0,-0.3789308176100633,0.0,0.0,-0.1808176100628971,0.0,0.0,0.0,-0.06289308176100727,0.0,0.0,0.6965408805031448,-0.6729559748427665,0.0,0.0,0.0,-1.3364779874213837
-0.6194968553459113,0.0,0.0,-0.3789308176100644,0.0,0.0,-0.18081761006289576,0.0,0.0,0.0,-0.06289308176100594,0.0,0.0,0.696540880503145,0.0,0.6729559748427671,1.1540880503144644,0.0,0.0
-0.6194968553459106,0.0,0.0,-0.3789308176100614,0.0,0.0,-0.18081761006289598,0.0,0.0,0.0,-0.06289308176100594,0.0,0.0,0.6965408805031449,0.0,0.6729559748427676,0.0,0.18238993710691975,0.0
-0.619496855345911,0.0,0.0,-0.3789308176100642,0.0,0.0,-0.18081761006289576,0.0,0.0,0.0,-0.06289308176100628,0.0,0.0,0.6965408805031454,0.0,0.672955974842768,0.0,0.0,-1.3364779874213837
-0.6194968553459121,0.0,0.0,-0.378930817610063,0.0,0.0,-0.18081761006289643,0.0,0.0,0.0,0.0,0.1493710691823915,-0.6965408805031443,0.0,-0.6729559748427667,0.0,1.1540880503144635,0.0,0.0
-0.6194968553459123,0.0,0.0,-0.37893081761006464,0.0,0.0,-0.1808176100628942,0.0,0.0,0.0,0.0,0.14937106918239196,-0.6965408805031438,0.0,-0.6729559748427665,0.0,0.0,0.18238993710691986,0.0
-0.619496855345913,0.0,0.0,-0.37893081761006375,0.0,0.0,-0.18081761006289754,0.0,0.0,0.0,0.0,0.14937106918239113,-0.6965408805031438,0.0,-0.6729559748427671,0.0,0.0,0.0,-1.3364779874213837
-0.6194968553459126,0.0,0.0,-0.3789308176100633,0.0,0.0,-0.18081761006289576,0.0,0.0,0.0,0.0,0.14937106918239096,-0.6965408805031443,0.0,0.0,0.6729559748427687,1.1540880503144664,0.0,0.0
-0.6194968553459119,0.0,0.0,-0.37893081761006175,0.0,0.0,-0.18081761006289643,0.0,0.0,0.0,0.0,0.1493710691823913,-0.6965408805031449,0.0,0.0,0.6729559748427687,0.0,0.18238993710691953,0.0
-0.619496855345913,0.0,0.0,-0.3789308176100632,0.0,0.0,-0.18081761006289687,0.0,0.0,0.0,0.0,0.14937106918239135,-0.6965408805031441,0.0,0.0,0.6729559748427685,0.0,0.0,-1.3364779874213841
-0.6194968553459115,0.0,0.0,-0.3789308176100643,0.0,0.0,-0.18081761006289576,0.0,0.0,0.0,0.0,0.14937106918239118,0.0,0.696540880503144,-0.6729559748427671,0.0,1.1540880503144653,0.0,0.0
-0.6194968553459135,0.0,0.0,-0.378930817610066,0.0,0.0,-0.18081761006289798,0.0,0.0,0.0,0.0,0.1493710691823909,0.0,0.6965408805031453,-0.6729559748427675,0.0,0.0,0.18238993710691986,0.0
-0.6194968553459128,0.0,0.0,-0.37893081761006486,0.0,0.0,-0.18081761006289443,0.0,0.0,0.0,0.0,0.1493710691823908,0.0,0.696540880503145,-0.6729559748427676,0.0,0.0,0.0,-1.3364779874213837
-0.6194968553459113,0.0,0.0,-0.3789308176100641,0.0,0.0,-0.1808176100628982,0.0,0.0,0.0,0.0,0.1493710691823913,0.0,0.6965408805031449,0.0,0.6729559748427683,1.1540880503144648,0.0,0.0
-0.6194968553459117,0.0,0.0,-0.378930817610064,0.0,0.0,-0.18081761006289754,0.0,0.0,0.0,0.0,0.14937106918239146,0.0,0.6965408805031448,0.0,0.6729559748427694,0.0,0.18238993710692053,0.0
-0.6194968553459125,0.0,0.0,-0.3789308176100631,0.0,0.0,-0.18081761006289687,0.0,0.0,0.0,0.0,0.14937106918239135,0.0,0.6965408805031441,0.0,0.6729559748427691,0.0,0.0,-1.336477987421384
-0.6194968553459121,0.0,0.0,-0.37893081761006475,0.0,0.0,0.0,0.07389937106917865,0.0,-0.08647798742138291,0.0,0.0,-0.696540880503144,0.0,-0.6729559748427668,0.0,1.1540880503144666,0.0,0.0
-0.6194968553459128,0.0,0.0,-0.3789308176100634,0.0,0.0,0.0,0.07389937106917976,0.0,-0.08647798742138346,0.0,0.0,-0.6965408805031439,0.0,-0.6729559748427674,0.0,0.0,0.18238993710691898,0.0
-0.6194968553459124,0.0,0.0,-0.3789308176100644,0.0,0.0,0.0,0.07389937106917999,0.0,-0.08647798742138402,0.0,0.0,-0.6965408805031443,0.0,-0.6729559748427666,0.0,0.0,0.0,-1.3364779874213832
-0.6194968553459115,0.0,0.0,-0.37893081761006464,0.0,0.0,0.0,0.07389937106917821,0.0,-0.0864779874213833,0.0,0.0,-0.696540880503145,0.0,0.0,0.6729559748427657,1.1540880503144637,0.0,0.0
-0.6194968553459113,0.0,0.0,-0.37893081761006475,0.0,0.0,0.0,0.07389937106917821,0.0,-0.08647798742138352,0.0,0.0,-0.6965408805031454,0.0,0.0,0.6729559748427658,0.0,0.18238993710692064,0.0
-0.6194968553459117,0.0,0.0,-0.3789308176100623,0.0,0.0,0.0,0.07389937106917865,0.0,-0.08647798742138346,0.0,0.0,-0.6965408805031449,0.0,0.0,0.6729559748427668,0.0,0.0,-1.3364779874213837
