BIO1,BIO2,BIO3,SCA1,SCA2,SCA3,KNO1,KNO2,KNO3,USE1,USE2,USE3,MET1,MET2,ANA1,ANA2,PRICE
-0.6194968553459118,0.0,0.0,0.0,0.0,0.5644654088050312,0.0,0.07389937106918332,0.0,-0.0864779874213833,0.0,0.0,0.0,0.6965408805031446,0.0,0.672955974842768,-7.550239201466155e-07
-0.6194968553459136,0.0,0.0,0.0,0.0,0.5644654088050278,0.0,0.07389937106918065,0.0,0.0,-0.06289308176100605,0.0,-0.6965408805031444,0.0,-0.6729559748427679,0.0,-7.550239200688815e-07
-0.6194968553459133,0.0,0.0,0.0,0.0,0.5644654088050304,0.0,0.07389937106917865,0.0,0.0,-0.06289308176100727,0.0,-0.696540880503144,0.0,0.0,0.6729559748427678,-7.550239201316733e-07
-0.6194968553459128,0.0,0.0,0.0,0.0,0.5644654088050312,0.0,0.07389937106917954,0.0,0.0,-0.06289308176100727,0.0,0.0,0.6965408805031457,-0.6729559748427671,0.0,-7.550239201129204e-07
-0.6194968553459118,0.0,0.0,0.0,0.0,0.5644654088050329,0.0,0.07389937106918332,0.0,0.0,-0.06289308176100594,0.0,0.0,0.6965408805031461,0.0,0.6729559748427689,-7.550239201377025e-07
-0.6194968553459124,0.0,0.0,0.0,0.0,0.5644654088050295,0.0,0.07389937106918065,0.0,0.0,0.0,0.1493710691823884,-0.6965408805031456,0.0,-0.6729559748427657,0.0,-7.550239200555947e-07
-0.6194968553459128,0.0,0.0,0.0,0.0,0.5644654088050292,0.0,0.07389937106918065,0.0,0.0,0.0,0.14937106918238868,-0.6965408805031439,0.0,0.0,0.6729559748427679,-7.550239201588142e-07
-0.6194968553459121,0.0,0.0,0.0,0.0,0.5644654088050302,0.0,0.07389937106918065,0.0,0.0,0.0,0.14937106918238802,0.0,0.6965408805031446,-0.672955974842767,0.0,-7.550239201178841e-07
-0.6194968553459111,0.0,0.0,0.0,0.0,0.5644654088050323,0.0,0.07389937106918021,0.0,0.0,0.0,0.14937106918238946,0.0,0.6965408805031453,0.0,0.6729559748427685,-7.550239201261346e-07
-0.6194968553459117,0.0,0.0,0.0,0.0,0.5644654088050322,0.0,0.0,0.1069182389937107,-0.08647798742138352,0.0,0.0,-0.6965408805031448,0.0,-0.6729559748427664,0.0,-7.550239200974477e-07
-0.6194968553459124,0.0,0.0,0.0,0.0,0.5644654088050312,0.0,0.0,0.10691823899370961,-0.08647798742138332,0.0,0.0,-0.6965408805031443,0.0,0.0,0.6729559748427678,-7.550239201325701e-07
-0.6194968553459124,0.0,0.0,0.0,0.0,0.5644654088050296,0.0,0.0,0.10691823899371063,-0.08647798742138343,0.0,0.0,0.0,0.6965408805031453,-0.6729559748427667,0.0,-7.550239201596917e-07
-0.6194968553459125,0.0,0.0,0.0,0.0,0.5644654088050314,0.0,0.0,0.10691823899371097,-0.08647798742138282,0.0,0.0,0.0,0.6965408805031449,0.0,0.6729559748427675,-7.550239201214954e-07
-0.6194968553459121,0.0,0.0,0.0,0.0,0.5644654088050285,0.0,0.0,0.10691823899371064,0.0,-0.0628930817610075,0.0,-0.6965408805031451,0.0,-0.6729559748427669,0.0,-7.550239200869402e-07
-0.6194968553459124,0.0,0.0,0.0,0.0,0.5644654088050309,0.0,0.0,0.10691823899371083,0.0,-0.06289308176100772,0.0,-0.6965408805031459,0.0,0.0,0.6729559748427678,-7.550239200975399e-07
-0.6194968553459141,0.0,0.0,0.0,0.0,0.5644654088050308,0.0,0.0,0.10691823899371072,0.0,-0.06289308176100761,0.0,0.0,0.696540880503145,-0.6729559748427678,0.0,-7.550239201228233e-07
-0.6194968553459127,0.0,0.0,0.0,0.0,0.5644654088050309,0.0,0.0,0.10691823899371031,0.0,-0.0628930817610075,0.0,0.0,0.6965408805031446,0.0,0.672955974842768,-7.550239201620267e-07
-0.619496855345913,0.0,0.0,0.0,0.0,0.5644654088050294,0.0,0.0,0.1069182389937099,0.0,0.0,0.14937106918239085,-0.6965408805031459,0.0,-0.6729559748427678,0.0,-7.55023920080743e-07
-0.6194968553459124,0.0,0.0,0.0,0.0,0.5644654088050294,0.0,0.0,0.10691823899371061,0.0,0.0,0.1493710691823904,-0.6965408805031443,0.0,0.0,0.6729559748427673,-7.550239201432925e-07
-0.6194968553459135,0.0,0.0,0.0,0.0,0.5644654088050295,0.0,0.0,0.1069182389937102,0.0,0.0,0.14937106918239068,0.0,0.6965408805031449,-0.6729559748427668,0.0,-7.55023920162979e-07
-0.6194968553459137,0.0,0.0,0.0,0.0,0.5644654088050312,0.0,0.0,0.10691823899371186,0.0,0.0,0.14937106918239124,0.0,0.6965408805031459,0.0,0.6729559748427679,-7.55023920166372e-07
0.0,0.2531446540880531,0.0,-0.37893081761006386,0.0,0.0,-0.18081761006289865,0.0,0.0,-0.08647798742138313,0.0,0.0,-0.696540880503145,0.0,-0.672955974842767,0.0,-7.550239200530653e-07
0.0,0.253144654088054,0.0,-0.37893081761006464,0.0,0.0,-0.18081761006289776,0.0,0.0,-0.08647798742138313,0.0,0.0,-0.6965408805031454,0.0,0.0,0.6729559748427691,-7.550239200874803e-07
0.0,0.25314465408805176,0.0,-0.37893081761006375,0.0,0.0,-0.1808176100628971,0.0,0.0,-0.0864779874213836,0.0,0.0,0.0,0.6965408805031437,-0.6729559748427669,0.0,-7.550239201084532e-07
0.0,0.25314465408805353,0.0,-0.37893081761006364,0.0,0.0,-0.18081761006289954,0.0,0.0,-0.08647798742138244,0.0,0.0,0.0,0.6965408805031454,0.0,0.6729559748427687,-7.55023920150911e-07
0.0,0.25314465408805353,0.0,-0.3789308176100652,0.0,0.0,-0.1808176100629002,0.0,0.0,0.0,-0.06289308176100739,0.0,-0.6965408805031439,0.0,-0.672955974842768,0.0,-7.550239200606284e-07
0.0,0.25314465408805387,0.0,-0.37893081761006464,0.0,0.0,-0.18081761006289998,0.0,0.0,0.0,-0.06289308176100716,0.0,-0.6965408805031442,0.0,0.0,0.6729559748427676,-7.550239200885246e-07
0.0,0.2531446540880531,0.0,-0.37893081761006264,0.0,0.0,-0.18081761006289865,0.0,0.0,0.0,-0.06289308176100805,0.0,0.0,0.6965408805031444,-0.6729559748427678,0.0,-7.550239201000203e-07
0.0,0.2531446540880532,0.0,-0.37893081761006264,0.0,0.0,-0.1808176100628991,0.0,0.0,0.0,-0.06289308176100705,0.0,0.0,0.6965408805031459,0.0,0.6729559748427678,-7.550239201530084e-07
0.0,0.2531446540880532,0.0,-0.37893081761006464,0.0,0.0,-0.18081761006289998,0.0,0.0,0.0,0.0,0.14937106918239107,-0.696540880503145,0.0,-0.6729559748427674,0.0,-7.550239200451601e-07
0.0,0.25314465408805376,0.0,-0.37893081761006664,0.0,0.0,-0.18081761006290065,0.0,0.0,0.0,0.0,0.14937106918239113,-0.6965408805031439,0.0,0.0,0.672955974842768,-7.550239200901489e-07
0.0,0.2531446540880542,0.0,-0.3789308176100661,0.0,0.0,-0.18081761006290087,0.0,0.0,0.0,0.0,0.14937106918239096,0.0,0.6965408805031454,-0.6729559748427669,0.0,-7.550239200943341e-07
0.0,0.2531446540880521,0.0,-0.37893081761006375,0.0,0.0,-0.18081761006289954,0.0,0.0,0.0,0.0,0.14937106918239157,0.0,0.6965408805031446,0.0,0.672955974842768,-7.550239201449573e-07
0.0,0.25314465408805464,0.0,-0.37893081761006364,0.0,0.0,0.0,0.07389937106917799,0.0,-0.08647798742138349,0.0,0.0,-0.6965408805031452,0.0,-0.6729559748427677,0.0,-7.550239200323405e-07
0.0,0.25314465408805276,0.0,-0.37893081761006353,0.0,0.0,0.0,0.07389937106918087,0.0,-0.08647798742138332,0.0,0.0,-0.6965408805031441,0.0,0.0,0.6729559748427687,-7.550239201035484e-07
0.0,0.25314465408805253,0.0,-0.3789308176100634,0.0,0.0,0.0,0.07389937106918065,0.0,-0.08647798742138368,0.0,0.0,0.0,0.6965408805031446,-0.6729559748427671,0.0,-7.55023920110823e-07
0.0,0.25314465408805287,0.0,-0.37893081761006175,0.0,0.0,0.0,0.07389937106918221,0.0,-0.08647798742138357,0.0,0.0,0.0,0.6965408805031452,0.0,0.6729559748427689,-7.550239201343264e-07
